Evaluation,Kind,Output,Unit,Samples,MSE,RMSE,MAE,MaxAbsError,SignalRange,NRMSE_percent,R2,Fit_percent,ReferenceIsFlat,RMSE_physics_only,R2_physics_only,NetworkHelps
ALL_internal_test_blocks,internal_test_pooled,Displacement,mm,5604,0.0005330974185712203,0.023088902498196406,0.013941652935903128,0.11311310529708862,4.329499959945679,0.533292590641024,0.9991191426506693,97.03207589495496,False,0.06911374294981762,0.9921072594034895,True
ALL_internal_test_blocks,internal_test_pooled,Lorentz force,N,5604,1.2918974420066703e-07,0.00035942974863061494,0.00017484160323629288,0.00263427197933197,0.0537129994481802,0.6691671519431269,0.9991573565625953,97.09716787015722,False,0.0007818433885106056,0.9960129164131772,True
Load3_DCSine_200mA_1.6s,pure_test,Displacement,mm,1601,0.012768301124950083,0.11299690759020833,0.09479876773259366,0.2974403500556946,0.7932109832763672,14.24550466049692,0.28981997260879644,15.72782028503098,False,0.13012133534882206,0.058257086400816505,True
Load3_DCSine_200mA_1.6s,pure_test,Lorentz force,N,1601,3.971754542176946e-06,0.001992926125619549,0.001344899845522408,0.007519200444221497,0.19745122449239716,1.0093257870357175,0.9991286922560826,97.04820775812821,False,0.001814637772819221,0.9992776144227018,False
Load3_Step_200mA_1.6s,pure_test,Displacement,mm,1601,0.009905867598800928,0.09952822513639499,0.06338457806608465,0.3454616814851761,1.4572499692440033,6.829866339817358,0.6004771442727099,36.79217961934693,False,0.19817439311084575,-0.5839599053226279,True
Load3_Step_200mA_1.6s,pure_test,Lorentz force,N,1601,2.8180622967621024e-06,0.0016787085204889212,0.0015404525169212396,0.005001574754714966,0.0976483882454886,1.7191359229285368,0.8692049682773122,63.834404232380194,False,0.0023539964731007475,0.7428110687846821,True
Load3_Sine_200mA_1.6s,pure_test,Displacement,mm,1601,0.9262882811818103,0.9624387155459875,0.6907064084603598,3.968035936355591,8.604399605827311,11.185425591974807,-0.06955117720132797,-3.419107383564657,False,0.9316615915690087,-0.002240120444071403,False
Load3_Sine_200mA_1.6s,pure_test,Lorentz force,N,1601,4.958472594677325e-05,0.00704164227625724,0.004363223665264788,0.04812959209084511,0.18601800501346588,3.785462743645431,0.8110724392591735,56.534201866199865,False,0.007048921501603201,0.8106816335186734,True
Load3_ZeroInput_1.6s,pure_test,Displacement,mm,1601,0.8790687201872031,0.9375866467624222,0.6502387849319478,3.9630939960479736,8.569999619512217,10.940334753664636,-0.07649740046532938,-3.754392700517939,False,0.9107388572602295,-0.0157290918282873,False
Load3_ZeroInput_1.6s,pure_test,Lorentz force,N,1601,2.2031219273111562e-07,0.0004693742565705064,0.00022111726420497583,0.0038529675596095103,0.000342819002980832,,,,True,1.708798140199009e-05,,False
Load2_DCChirp_147mA_31Hz_7s,pure_test,Displacement,mm,7001,0.002156723066581435,0.046440532582878884,0.030956074529038903,0.21677899360656738,2.7075500190258026,1.7152234402520308,0.9850313006340865,87.76533638962087,False,0.0938333788486268,0.9388911102922713,True
Load2_DCChirp_147mA_31Hz_7s,pure_test,Lorentz force,N,7001,6.664844399552668e-07,0.0008163849826860283,0.0005999820591612525,0.004919696599245071,0.07994480853085406,1.0211857376216633,0.9872692624440926,88.7169429869794,False,0.0010562405694871512,0.9786897159052859,True
Load2_Step_150mA_0.8s,pure_test,Displacement,mm,801,0.00839753816150808,0.09163808248489315,0.07529652621990461,0.23811888694763184,2.299999952316284,3.984264538466893,0.9219396568362281,72.06071884178624,False,0.09712744505594811,0.9123075104784942,True
Load2_Step_150mA_0.8s,pure_test,Lorentz force,N,801,1.79212582983102e-06,0.001338703040196376,0.0008603671148626964,0.00393318384885788,0.07252966254009152,1.8457317920876775,0.9391416320501581,75.33051116260374,False,0.001435788094535671,0.929994445805961,True
Load2_ZeroInput_0.8s,pure_test,Displacement,mm,801,0.0009351135385294617,0.03057962619996297,0.025834409548845895,0.07468771934509277,4.3404002001356226,0.7045347154625847,0.9965624470910314,94.1369351794743,False,0.02933198283886483,0.9968372279584181,False
Load2_ZeroInput_0.8s,pure_test,Lorentz force,N,801,4.1329648106338436e-08,0.000203296945639472,0.00014682490289743733,0.0013014941164328775,0.00040909000381361693,,,,True,4.935694230293712e-05,,False
